-3.839590e+00	1.012857e+02
-3.833447e+00	1.042857e+02
-3.827304e+00	1.011429e+02
-3.821160e+00	1.018571e+02
-3.815017e+00	1.011429e+02
-3.808874e+00	1.024286e+02
-3.802730e+00	1.045714e+02
-3.796587e+00	1.047143e+02
-3.790444e+00	104
-3.784300e+00	103
-3.778157e+00	1.017143e+02
-3.772014e+00	1.028571e+02
-3.765870e+00	104
-3.759727e+00	1.022857e+02
-3.753584e+00	1.022857e+02
-3.747440e+00	1.041429e+02
-3.741297e+00	1.047143e+02
-3.735154e+00	1.031429e+02
-3.729010e+00	1.021429e+02
-3.722867e+00	1.038571e+02
-3.716724e+00	1.074286e+02
-3.710580e+00	106
-3.704437e+00	1.051429e+02
-3.698294e+00	1.021429e+02
-3.692150e+00	103
-3.686007e+00	1.067143e+02
-3.679863e+00	1.051429e+02
-3.673720e+00	1.038571e+02
-3.667577e+00	1.018571e+02
-3.661433e+00	1.008571e+02
-3.655290e+00	1.012857e+02
-3.649147e+00	1.031429e+02
-3.643003e+00	1.041429e+02
-3.636860e+00	1.015714e+02
-3.630717e+00	1.014286e+02
-3.624573e+00	1.017143e+02
-3.618430e+00	1.018571e+02
-3.612287e+00	106
-3.606143e+00	1.075714e+02
-3.600000e+00	1.064286e+02
-3.593857e+00	1.027143e+02
-3.587713e+00	1.037143e+02
-3.581570e+00	106
-3.575427e+00	1.058571e+02
-3.569283e+00	1.048571e+02
-3.563140e+00	106
-3.556997e+00	1.052857e+02
-3.550853e+00	1.035714e+02
-3.544710e+00	1.051429e+02
-3.538567e+00	1.055714e+02
-3.532423e+00	1.045714e+02
-3.526280e+00	1.041429e+02
-3.520137e+00	1.031429e+02
-3.513993e+00	1.018571e+02
-3.507850e+00	1.044286e+02
-3.501706e+00	1.035714e+02
-3.495563e+00	106
-3.489420e+00	1.052857e+02
-3.483276e+00	1.062857e+02
-3.477133e+00	1.048571e+02
-3.470990e+00	1.054286e+02
-3.464846e+00	105
-3.458703e+00	1.027143e+02
-3.452560e+00	1.021429e+02
-3.446416e+00	1.047143e+02
