-3.839590e+00	1.158571e+02
-3.833447e+00	1.202857e+02
-3.827304e+00	1.205714e+02
-3.821160e+00	117
-3.815017e+00	117
-3.808874e+00	1.172857e+02
-3.802730e+00	1.164286e+02
-3.796587e+00	1.145714e+02
-3.790444e+00	1.121429e+02
-3.784300e+00	114
-3.778157e+00	1.155714e+02
-3.772014e+00	115
-3.765870e+00	1.171429e+02
-3.759727e+00	1.165714e+02
-3.753584e+00	118
-3.747440e+00	1.184286e+02
-3.741297e+00	1.171429e+02
-3.735154e+00	1.142857e+02
-3.729010e+00	1.172857e+02
-3.722867e+00	1.161429e+02
-3.716724e+00	1.172857e+02
-3.710580e+00	113
-3.704437e+00	1.124286e+02
-3.698294e+00	1.154286e+02
-3.692150e+00	1.164286e+02
-3.686007e+00	1.177143e+02
-3.679863e+00	1.161429e+02
-3.673720e+00	1.142857e+02
-3.667577e+00	1.168571e+02
-3.661433e+00	1.147143e+02
-3.655290e+00	1.131429e+02
-3.649147e+00	1.132857e+02
-3.643003e+00	115
-3.636860e+00	1.157143e+02
-3.630717e+00	1.167143e+02
-3.624573e+00	1.161429e+02
-3.618430e+00	1.161429e+02
-3.612287e+00	1.164286e+02
-3.606143e+00	1.152857e+02
-3.600000e+00	1.118571e+02
-3.593857e+00	1.141429e+02
-3.587713e+00	1.177143e+02
-3.581570e+00	1.178571e+02
-3.575427e+00	1.167143e+02
-3.569283e+00	1.194286e+02
-3.563140e+00	1.175714e+02
-3.556997e+00	1.164286e+02
-3.550853e+00	1.177143e+02
-3.544710e+00	1.195714e+02
-3.538567e+00	119
-3.532423e+00	119
-3.526280e+00	1.175714e+02
-3.520137e+00	1.165714e+02
-3.513993e+00	1.194286e+02
-3.507850e+00	1.171429e+02
-3.501706e+00	1.184286e+02
-3.495563e+00	1.187143e+02
-3.489420e+00	117
-3.483276e+00	1.177143e+02
-3.477133e+00	1.161429e+02
-3.470990e+00	1.144286e+02
-3.464846e+00	114
-3.458703e+00	1.148571e+02
-3.452560e+00	1.157143e+02
-3.446416e+00	1.175714e+02
-3.440273e+00	1.158571e+02
-3.434130e+00	1.174286e+02
-3.427986e+00	1.192857e+02
-3.421843e+00	1.178571e+02
-3.415700e+00	1.177143e+02
-3.409556e+00	1.155714e+02
-3.403413e+00	1.155714e+02
-3.397270e+00	1.171429e+02
-3.391126e+00	1.184286e+02
-3.384983e+00	1.174286e+02
-3.378840e+00	1.161429e+02
-3.372696e+00	1.161429e+02
-3.366553e+00	1.172857e+02
-3.360410e+00	1.144286e+02
-3.354266e+00	114
-3.348123e+00	1.178571e+02
-3.341980e+00	1.172857e+02
-3.335836e+00	1.154286e+02
-3.329693e+00	1.147143e+02
-3.323549e+00	1.135714e+02
-3.317406e+00	116
-3.311263e+00	1.197143e+02
-3.305119e+00	1.205714e+02
-3.298976e+00	1.195714e+02
-3.292833e+00	1.187143e+02
-3.286689e+00	1.182857e+02
-3.280546e+00	1.168571e+02
-3.274403e+00	1.157143e+02
-3.268259e+00	1.164286e+02
-3.262116e+00	1.191429e+02
-3.255973e+00	1.154286e+02
-3.249829e+00	1.178571e+02
-3.243686e+00	1.164286e+02
-3.237543e+00	1.151429e+02
-3.231399e+00	1.152857e+02
-3.225256e+00	1.155714e+02
-3.219113e+00	1.147143e+02
-3.212969e+00	115
-3.206826e+00	1.155714e+02
-3.200683e+00	1.142857e+02
-3.194539e+00	1.181429e+02
-3.188396e+00	119
-3.182253e+00	1.154286e+02
-3.176109e+00	1.147143e+02
-3.169966e+00	1.151429e+02
-3.163823e+00	1.137143e+02
-3.157679e+00	1.157143e+02
-3.151536e+00	1.151429e+02
-3.145392e+00	1.184286e+02
-3.139249e+00	1.158571e+02
-3.133106e+00	1.192857e+02
-3.126962e+00	117
-3.120819e+00	114
-3.114676e+00	1.164286e+02
-3.108532e+00	116
-3.102389e+00	1.147143e+02
-3.096246e+00	1.181429e+02
-3.090102e+00	1.165714e+02
-3.083959e+00	116
-3.077816e+00	1.185714e+02
-3.071672e+00	1.211429e+02
-3.065529e+00	1.171429e+02
